clavy_id,"nombre","recursos","género","fechas asociadas al nombre"
61221,"Rackham, Arthur","1","Hombre","1867-1939"
61223,"Escoriaza, Teresa de","2","Mujer",
61224,"Icaza, Carmen de","1","Mujer",
61227,"Vian Herrero, Ana","1","Mujer",
61230,"Acremant, Germaine","1","Mujer","1889-1986"
61238,"Bagaría, Luis","1","Hombre","1882-1940"
61240,"Fernández Mota, Fernando","1","Hombre",
61241,"Lázaro Ros, Amando","1","Hombre","1886-1962"
61245,"Frank, Waldo David","2","Hombre","1889-1967"
61246,"Hernández Villaescusa, Modesto","1","Hombre","1869-1936"
61247,"Xaudaró, Joaquín","1","Hombre","1872-1933"
61248,"Franco, José María",0,"Hombre","1894-1971"
61249,"Mestre Moragas, Alberto","1",,"1896-1973"
61251,"Hortelano","1",,
61252,"Portero, Antonio",0,"Hombre",
61256,"Wells, H. G.","1","Hombre","1866-1946"
61257,"Arrufat Mestres, José","1","Hombre","1869-1913"
61259,"Coello, Carlos","1","Hombre","1850-1888"
61261,"Theotocopuli, Domenico","1","Hombre","1541-1614"
61263,"M., D. F. de","1",,
61264,"Cabas, José","1","Hombre","1879-1942"
61267,"Austen, Jane","1","Mujer","1775-1817"
61268,"Ors, Eugenio d'","27","Hombre","1881-1954"
61269,"Butler, Marilyn","1","Mujer","1937-2014"
61272,"Valdés, Juan de","1","Hombre","d. 1541"
61276,"Broun, May Heywood","1","Mujer",
61277,"Villalón, Cristóbal de","1","Hombre",
61280,"Arteta, Aurelio","1","Hombre","1879-1940"
61282,"López de Gomara, Justo","1","Hombre","1859-1923"
61283,"Lampérez y Romea, Vicente","1","Hombre","1861-1923"
61286,"Jaime I de Aragón","1","Hombre","1213-1276"
61287,"Grassi, Ángela","3","Mujer","1823-1883"
61288,"Arias Rodríguez del Valle, David","1","Hombre","1890-1975"
61289,"Maragall, Joan","1","Hombre","1860-1911"
61292,"Hervás y Panduro, Lorenzo","1",,
61298,"López, José Florencio","1","Hombre",
61303,"Leoz, Melitón","1","Hombre",
61304,"Carranza, Venustiano","1","Hombre","1859-1920"
61306,"Borbón, Paz de, Infanta de España","2","Mujer","1862-1946"
61307,"Calvo Roselló, Miguel","1","Hombre",
61308,"Albéniz, Laura","2","Mujer","1890-1944"
61311,"Teresa de Jesús, Santa","2","Mujer","1515-1582"
61312,"Bayo, Ciro","19","Hombre","1860-1939"
61314,"Gómez y Jalón, Pablo","1","Hombre","1842-?"
61316,"Borrás, Tomás","1","Hombre","1891-1976"
61317,"Gabaldón, Luis","1","Hombre","1869-1939"
61321,"Rubia Barcia, José","4","Hombre","1914-1997"
61323,"Sender, Ramón J.","2","Hombre","1901-1982"
61325,"Mata, Pedro","17","Hombre","1875-1946"
61326,"Vaquero, Eloy","4","Hombre","1888-1960"
61331,"Salaverría, José María","33","Hombre","1873-1940"
61335,"Oyarzábal, Isabel de","11","Mujer","1878-1974"
61338,"Garcitoral, Alicio","1","Hombre","1902-2003"
61340,"Guerra da Cal, Ernesto","10","Hombre","1911-1994"
61342,"García Pérez, Antonio","1","Hombre","1874-1950"
61344,"García Álvarez, Manuel","1","Hombre",
61345,"Giner de los Ríos García, Gloria","3","Mujer","1886-1970"
61346,"Rodríguez, Carlos",0,"Hombre","1963-"
61348,"García Lorca, Francisco","1","Hombre","1902-1976"
61350,"Otero Espasandín, José Rogelio","1","Hombre","1900-1987"
61352,"Pizarro Zambrano, Miguel","2","Hombre","1897-1956"
61354,"Rojas, Fernando de","1","Hombre","ca. 1475-1541"
61355,"Romero Serrano, Marina","7","Mujer","1908-2001"
61356,"Westermarck, Edward","1","Hombre","1862-1939"
61359,"Ghiraldo, Alberto","2","Hombre","1874-1946"
61360,"Bartra, Agustí","22","Hombre","1908-1982"
61362,"Casalduero Martí, Joaquín","4","Hombre","1903-1990"
61365,"Zamora y Pérez de Urría, Rafael","1","Hombre",
61367,"Carner-Ribalta, Josep","12","Hombre","1898-1988"
61369,"Clariana, Bernardo","6","Hombre","1912-1962"
61371,"Arenal, Concepción","23","Mujer","1820-1893"
61373,"Fernández Granell, Eugenio","6","Hombre","1912-2001"
61375,"Siles, José de","1","Hombre","1856-1911"
61376,"Girón Irueste, Enrique",0,"Hombre",
61379,"Arenas Gómez, Andrés",0,"Hombre",
61380,"Machado de Assis, Joaquim María","2","Hombre","1839-1908"
61382,"Underhill, John Garrett","3","Hombre","1876-1946"
61384,"Quiles Faz, Amparo",0,"Mujer",
61386,"Guzmán y Manrique, Joaquín de","2","Hombre",
61387,"Moreau de Jonnès, Alexandre","1","Hombre","1808-1878"
61388,"Seriman, Zaccaria","2","Hombre","1709-1784"
61394,"Orti y Muñoz, Carlos","1","Hombre","1870-1933"
61398,"Morales San Martin, Bernardo","3",,
61401,"Serra Orts, Antonio","1","Hombre","1856-1926"
61402,"Martín, Elvira","1",,
61405,"Mendizábal, Carlos","1","Hombre","1864-1949"
61406,"Luaces, Juan G. de","1","Hombre","1906-1963"
61409,"Bermejo Merelo, Segismundo","1","Hombre","1833-1899"
61412,"Bosch, Andrés","1","Hombre","1926-1984"
61414,"Gossé, G.","1",,
61416,"Gossé, L.","1",,"1916-2001"
61429,"Aragón y Soldado, Jesús de","9","Hombre","1893-1973"
61432,"Neville, Edgar","1","Hombre","1899-1967"
61433,"Balzola, Asun",0,"Mujer","1942-2006"
61437,"Kaus, Gina","4","Mujer","1894-1985"
61439,"Eguílaz Cabeza, Julio","1","Hombre","1883-?"
61442,"Ortiz de Pinedo, Adelardo","1","Hombre","1859-?"
61444,"Baroja, Ricardo","1","Hombre","1871-1953"
61446,"Rubio Sánchez, José","1","Hombre",
61448,"W. Barrymore","1","Hombre",
61449,"Brion, Marcel","1","Hombre","1895-1984"
61451,"Michel, Paul-Henri","1","Hombre","1894-1964"
61455,"Rawson, Philip S.","1","Hombre","1924-1995"
61456,"Ramos de Pablo, Francisco","1","Hombre",
61459,"Sérullaz, Maurice","1","Hombre","1914-1997"
61460,"Bedoya y Lerzundi, Manuel Augusto","1","Hombre","1888-1942"
61462,"Rubio Coloma, Jesús","1",,
61463,"Francastel, Galienne","1",,
61468,"Lion Depetre, José","1","Hombre","1893"
61470,"Martínez Rizo, Alfonso","2","Hombre","1877-1951"
61473,"Dorival, Bernard","1","Hombre","1914-2003"
61477,"Fosca, François","1","Hombre","1881-1980"
61483,"Swann, Peter C.","1","Hombre",
61487,"Lemaître, Henri","1","Hombre",
61488,"Pérez de Olaguer, Antonio","1","Hombre","1907-1968"
61489,"Digeon, Aurelien","1","Hombre",
61492,"Diz Lois, Casimiro","1","Hombre","1899-1972"
61495,"Bejarano, Benigno","3","Hombre","1900-1944"
61498,"Tusquets y Tresserra, Enrique","1","Hombre",
61502,"Piracés García, Agustín","1","Hombre","1896-1956"
61504,"Brocos Gómez, Modesto","1","Hombre","1852-1936"
61510,"Cascales y Muñoz, José","1","Hombre","1865-1933"
61511,"Granch, H. C.",0,,"1892-"
61514,"Macragh, Esteban",0,"Hombre",
61517,"Cohen, Robert","1","Hombre",
61522,"Colmenares, Aureliano","1","Hombre","1873-1947"
61523,"Mallorquí, José",0,"Hombre","1913-1972"
61528,"Tomasich, Enrique","1","Hombre",
61529,"Bertrán Rubio, Eduardo","1","Hombre","1838-1909"
61540,"Zahonero, José","1","Hombre","1853-1931"
61541,"Swift, Jonathan","3","Hombre","1667-1745"
61545,"Trigo, Felipe","26","Hombre","1864-1916"
61546,"Cerdá, Elías","1","Hombre","1874-1932"
61547,"Esquilo","1","Hombre","526 a.C.- 457 a.C."
61549,"Mesa Ramos, José","1","Hombre","1856-1935"
61552,"Ruiz de Alarcón y Mendoza, Juan",0,"Hombre","1581?-1639"
61558,"Portilla, A. de la","1",,
61561,"Molina, Tirso de",0,"Hombre","1579-1648"
61562,"Bergamín, José","5","Hombre","1895-1983"
61566,"Valero de Bernabé, Vicente","1","Hombre",
61567,"Lozoya, Juan de Contreras y López de Ayala,",0,"Hombre","1893-1978"
61572,"Ledesma Hernández, Antonio","1",,"1856-1937"
61577,"Millán Villanueva, Camilo","1","Hombre","1839-1908"
61578,"Camins, José","2","Hombre","1876-ca. 1933"
61581,"Ercilla y Zúñiga, Alonso de",0,"Hombre","1533-1594"
61582,"Nelken, Margarita","5","Mujer","1894-1968"
61583,"Acevedo, Agustín María","1",,"1806-1874"
61587,"Eurípides","1","Hombre","ca. 480 a. C.-406 a. C."
61588,"González Besada, Augusto","1","Hombre",
61589,"Elola, José de","19","Hombre","1859-1933"
61593,"Obregón, Antonio de","1","Hombre","1909-1985"
61597,"Glyn, Elinor",0,"Mujer","1864-1943"
61599,"Flores, Antonio","1","Hombre","1818-1865"
61601,"Bendito y Trujillo, Enrique","2","Hombre","1859-?"
61602,"Shakespeare, William","1","Hombre","1564-1616"
61607,"San Martín, Antonio de","1","Hombre","1841-1887"
61610,"Morán Márquez, Ángeles","1","Mujer",
61612,"Homs i Bisa, Josep Antoni","1","Hombre","1897-1969"
61619,"Almirall, Valentí","1","Hombre","1841-1904"
61621,"Plana, Alexandre","1","Hombre",
61636,"Zuinaga, L. Antonio de",0,"Hombre",
61644,"Acevedo, Isidoro","1","Hombre",
61649,"Arderíus, Joaquín","1","Hombre","1885-1969"
61657,"James, Henry","1","Hombre","1843-1916"
61665,"Riba, Carles","1","Hombre","1893-1959"
61667,"Torre, Matilde de la","1","Mujer","1884-1946"
61673,"Vicente, Ángeles","1","Mujer","1878-?"
61678,"Ramírez, Zoé","1","Mujer",
61679,"Sáiz de Otero, Concepción","3","Mujer","1851-1934"
61680,"Auclair, Marcelle","1","Mujer","1899-1983"
61683,"Jarnés, Benjamín","17","Hombre","1888-1949"
61686,"Benguerel, Xavier","1","Hombre","1905-1990"
61687,"Lasso de la Vega, Francisco de Paula","1","Hombre","1874-"
61689,"Bernat y Durán, José","1","Hombre",
61699,"Rusiñol, Santiago","1","Hombre","1861-1931"
61701,"Prévost, Antoine François","1","Hombre","1697-1763"
61704,"Quevedo, Francisco de","4","Hombre","1580-1645"
61707,"Foulquié, Paul","1","Hombre",
61708,"López Prudencio, José","6","Hombre",
61709,"Machado, Manuel","1","Hombre","1874-1947"
61710,"Paradas, Enrique","1","Hombre",
61713,"Hourticq, Louis","1","Hombre",
61715,"Ramón y Cajal, Santiago",0,"Hombre","1852-1934"
61716,"Granville-Barker, Helen","5","Mujer","d. 1950"
61717,"Granville-Barker, Harley","5","Hombre","1877-1946"
61719,"Martínez Sierra, Gregorio","100","Hombre","1881-1947"
61722,"Insúa, Alberto","51","Hombre","1883-1963"
61726,"Araquistain, Luis","17","Hombre","1886-1959"
61730,"Queirós, Eça de","5","Hombre","1845-1900"
61731,"González-Ruano, César","9","Hombre","1903-1965"
61733,"Céspedes, Alba de","1","Mujer","1911-1997"
61738,"González-Blanco, Edmundo","13","Hombre","1877-1938"
61742,"Pujadas Ferreira, Lila","1","Mujer",
61747,"Lenôtre, G.","1",,
61748,"Tenreiro, Ramón María","6","Hombre","1879-1938"
61751,"Dinis, Júlio","1","Hombre","1839-1871"
61752,"Núñez de Arce, Gaspar","49","Hombre","1834-1903"
61755,"Moreno Villa, José","16","Hombre","1887-1955"
61757,"Hortensia","1","Mujer",
61762,"Gaspar y Rimbau, Enrique","1","Hombre","1842-1902"
61763,"Hardy, Thomas","1","Hombre","1840-1928"
61764,"Jones, Willis Knapp","1","Hombre","1895-"
61766,"Sánchez de Fuentes y Pelaez, Fernando","1","Hombre",
61767,"Zayas, Alfredo","1","Hombre",
61775,"Chimay, Princesse de","1","Mujer",
61776,"Espina, Antonio","8","Hombre","1894-1972"
61777,"Cirici Ventalló, Domingo","4","Hombre","1878-1918"
61778,"Sacharoff, Olga","1","Mujer","1889-1967"
61781,"Colette","1","Mujer","1873-1954"
61786,"Gibbs, George","1","Hombre",
61788,"Giné y Partagás, Juan","3","Hombre","1836-1903"
61792,"Pla, Jaime","1","Hombre",
61797,"Larbaud, Valéry","2","Hombre","1881-1957"
61798,"Gibson, Ian","1","Hombre","1939-"
61800,"Dalí, Anna Maria","1","Mujer",
61805,"Pomès, Mathilde","1","Mujer","1886-1977"
61808,"Hernández Catá, Alfonso","30","Hombre","1885-1940"
61810,"Camba, Julio","13","Hombre","1884-1962"
61816,"Attwell, Mabel Lucie","1",,"1879-1964"
61818,"Barrie, James Mathew","2","Hombre","1860-1937"
61820,"Mata, Marta","1","Mujer","1926-2006"
61822,"Correas, José","1","Hombre",
61825,"García Mercadal, José","4","Hombre","1883-1975"
61828,"Sabatini, Rafael","1","Hombre","1875-1950"
61829,"Cestero, Tulio Manuel","1","Hombre","1877-1955"
61836,"Galsworthy, John","1","Hombre","1867-1933"
61838,"Baeza, Ricardo","1","Hombre","1890-1956"
61851,"Segrelles Albert, José","2","Hombre","1885-1969"
61853,"Maurois, André","4",,"1885-1967"
61855,"Rueda, Lope de","1","Hombre","1510-1565"
61859,"Laffón, Rafael","1","Hombre","1895-1978"
61871,"Conkling, Grace Walcott (Hazard)","1",,"1878-1958"
61872,"Hubbard, Alice Philena","1","Mujer",
61873,"Ariosto, Lodovico","2","Hombre","1474-1533"
61875,"Logli, Mario","1","Hombre",
61883,"Ballestar, Vicente B.","1","Hombre","1929-"
61890,"Hereford, Philip","1","Hombre",
61891,"Cervantes Saavedra, Miguel de",0,"Hombre","1547-1616"
61898,"Muñoz, M. A.","1",,
61901,"Pemán, José María","11","Hombre","1897-1981"
61903,"Castro, Rosalía de","4","Mujer","1837-1885"
61904,"Albert",0,,"1885-1969"
61905,"Seeger, Annabel Hord","1","Mujer",
61908,"Van Dine, S. S.","1","Hombre","1888-1939"
61912,"Luzscienski, M.","1",,
61916,"Rusiñol, María","1","Mujer","m. 1972"
61917,"Azaña, Manuel","4","Hombre","1880-1940"
61924,"Contenau, Georges","1","Hombre","1877-1964"
61926,"López Pinillos, José","28","Hombre","1875-1922"
61927,"Allue de Horna, Anselmo",0,"Hombre","1912-1990"
61931,"Baum, Vicki","1",,"1888-1960"
61932,"Serrano de Wilson, Emilia","12","Mujer","1834-1923"
61935,"Lafue, Pierre","1","Hombre",
61936,"Astrana Marín, Luis","9","Hombre","1889-1960"
61940,"Montseny, Federica","2","Mujer","1905-1994"
61941,"Vaussard, Maurice","2","Hombre","1888-1978"
61947,"Ciges Aparicio, Manuel","15","Hombre","1873-1936"
61950,"Rodriguez Tarduchy, Emilio","1","Hombre",
61958,"Homero","1","Hombre",
61962,"Chantal, Suzanne","1","Mujer","1908-1994"
61963,"Ríos de Lampérez, Blanca de los","11","Mujer","1862-1956"
61966,"Krakowski, Edouard","1","Hombre","1896-1969"
61969,"Kociemsky, Leonardo","1","Hombre",
61978,"Rathlef, E. von","1","Hombre",
61981,"Tennyson, Alfred Tennyson,",0,"Hombre","1809-1892"
61982,"Douglas, Frances","1","Hombre","1870-"
61989,"Bordoy Luque, Salvador",0,"Hombre",
61991,"Macho Quevedo, E.",0,"Hombre",
61996,"Olmedo, Alonso de","1","Hombre","(1626?-1682)"
61997,"Sófocles","1","Hombre","496 a.C - 406 a.C"
61998,"Alcalá-Galiano, Álvaro","1","Hombre","1873-1936"
61999,"Rapsomanikis, J.","1","Hombre",
62003,"Hoffmann, Ernst T. A.","1","Hombre","1776-1822"
62005,"Lozano Olivares","1",,"1909-"
62006,"Rodríguez Marín, Francisco","2","Hombre","1855-1943"
62009,"Menéndez y Pelayo, Marcelino","4",,"1856-1912"
62010,"Moreau, Edouard","1","Hombre",
62013,"García Velloso, Enrique","1","Hombre",
62023,"Gómez Carrillo, Enrique","102","Hombre","1873-1927"
62025,"Hoyos y Vinent, Antonio de","10","Hombre","1884-1941"
62030,"Slaughter, Frank G.","1","Hombre","1908-2001"
62041,"Zamacois, Eduardo","53","Hombre","1873-1971"
62043,"Francés, José","25","Hombre","1883-1964"
62047,"Beck, Gerard","1","Hombre",
62051,"Reggiani, Renée","1","Mujer","1925-2019"
62055,"Cronin, A. J.","1","Hombre","1896-1981"
62057,"Mutteau, Henri","1","Hombre",
62060,"Mata Fontanet, Pedro","2","Hombre","1811-1877"
62062,"Nerval, Gérard de","1","Hombre","1808-1855"
62063,"Wallace, Edgar","1","Hombre","1875-1932"
62065,"Novella, María","1","Mujer",
62068,"Alas, Leopoldo","6","Hombre","1852-1901"
62071,"Sandys, James","1","Hombre",
62072,"Díaz de Escovar, Narciso","22","Hombre","1860-1935"
62076,"Chabás, Juan","8","Hombre","1900-1954"
62080,"Barclay, Florence L.","1","Mujer","1862-1921"
62082,"Alanic, Mathilde","1","Mujer","1864-1948"
62083,"Pearce, Charles E.","1","Hombre",
62098,"Christie, Agatha","1","Mujer","1890-1976"
62100,"Larraya, Juan A. G.","1","Hombre",
62104,"Paytuví de Sierra, Carlos","1","Hombre",
62108,"López Hipkiss, Guillermo","1","Hombre","1902-1957"
62112,"Gardner, Erle Stanley","1","Hombre",
62116,"Pla, Josep","1","Hombre","1897-1981"
62126,"Cal, Stella de","1","Mujer",
62128,"Peraire del Molino, C.","1",,
62157,"Godoy, Zoe","1","Mujer",
62162,"Curwood, James Oliver","1","Hombre",
62167,"La Brète, Jean de","1","Hombre","1854-1945"
62173,"Ariet, J.","1",,"1885-"
62177,"Kyne, Peter B.","1","Hombre","1880-1957"
62180,"Llanos, Antonio","2","Hombre","1841-1906"
62183,"Aubry, Octave","1","Hombre","1881-1946"
62184,"Ramos, Máximo","10","Hombre","1880-1949"
62187,"Répide, Pedro de","26","Hombre","1882-1948"
62189,"Dicenta, Joaquín","88","Hombre","1863-1917"
62190,"Mora, E.","1",,
62191,"Palacio Valdés, Armando","2","Hombre","1853-1938"
62193,"Paso, Manuel","5","Hombre","1864-1901"
62194,"Campan, Jeanne-Louise-Henriette Genet","1","Mujer",
62195,"Huici, Matilde","1","Mujer","1890-1965"
62200,"Álvarez, Luis","1","Hombre",
62206,"Bécquer, Gustavo Adolfo","3","Hombre","1836-1870"
62207,"Mazzucchelli, Mario","1",,
62226,"Molina, Tirso de","4","Hombre","1579-1648"
62229,"Adams, Herbert","1","Hombre",
62235,"Marshall, Edison","1","Hombre",
62243,"Beach, Rex","1","Hombre","1877-1949"
62244,"Almendros Camps, José","1","Hombre","1869-1912"
62247,"Beauclerk, Helen","1","Mujer",
62252,"Carter, Nick","1","Hombre",
62256,"King, Frank","1","Hombre",
62260,"Toye, Stanley P.","1","Hombre","1888-1957"
62267,"Tissier de Mallerais, Henriette","1","Mujer",
62269,"Cugat, Alberto","1","Hombre",
62271,"Edginton, May","1",,
62272,"Páez, Catalina","1","Mujer",
62273,"Eberhard, Florence","1","Mujer",
62274,"Bark, Ernesto","5","Hombre",
62277,"Parker, Rita","1","Mujer",
62278,"Lira Girón, Luis Felipe","1","Hombre",
62284,"Morote y Greus, José","1","Hombre",
62288,"Aquino Cabrera, Francisco","1","Hombre","1869-1910"
62291,"Lee, Annabel","1","Mujer",
62292,"Arderius, Francisco","1","Hombre","1836-1886"
62295,"Pío","1","Hombre",
62296,"Ortega y Gasset, José","4","Hombre","1883-1955"
62297,"Robin, Gilbert","1","Hombre","1893-1967"
62301,"Haucourt, Geneviève d'","1","Mujer",
62305,"Rudaux, Lucien","1","Hombre","1874-1947"
62309,"Angelloz, J. F.","1",,
62315,"Droz, Jacques","1","Hombre","1909-1998"
62319,"Creasey, John","1","Hombre","1908-1973"
62323,"Céré, Roger","1","Hombre",
62333,"Bellairs, George","1","Hombre",
62334,"Lanza, Silverio","1","Hombre","1856-1912"
62340,"Gómez Hidalgo, Francisco","1","Hombre","1886-1947"
62346,"Valdés y Rubio, José María","1","Hombre","1853-1914"
62347,"Grousset, René","1","Hombre","1885-1952"
62350,"Sánchez Rodríguez, José","1","Hombre","1875-1940"
62354,"Ugarte-Barrientos, Josefa","1","Mujer","1854-1891"
62357,"Thomazi, Auguste","1","Hombre","1873-1959"
62358,"Castillo, Julio Alberto","1","Hombre",
62361,"Bruhat, Jean","1","Hombre",
62365,"Champigneulle, Bernard","1","Hombre",
62366,"González Serrano, Urbano","2","Hombre","1848-1904"
62369,"Ehrhard, Marcelle","1","Mujer",
62373,"Mathis, Maurice","1","Hombre",
62377,"Oppenheim, E. Phillips","1","Hombre","1866-1946"
62381,"Rohmer, Sax","1","Hombre","1883-1959"
62388,"Bobadilla, Emilio","19","Hombre","1862-1921"
62391,"Vercoutter, Jean","1","Hombre",
62393,"Fourastié, Jean","1","Hombre",
62395,"Carretero, José María","49","Hombre","1887-1951"
62396,"Hamilton, Scott","1","Hombre",
62397,"Arasti, Eduardo","1","Hombre",
62399,"Carrere, Emilio","22","Hombre","1881-1947"
62400,"Kaltenmark-Chéquier, Odile","1","Mujer",
62401,"Cansinos Assens, Rafael","26","Hombre","1882-1964"
62404,"Lestren, Georges","1","Hombre",
62407,"Nordau, Max","1","Hombre","1849-1923"
62408,"Thévenin, René","1","Hombre","1877-1967"
62409,"Martínez Cuenca, Salvador","1","Hombre",
62411,"Candamo, Bernardo G. de","1","Hombre","1881-1967"
62412,"Vaillé, Eugene","1","Hombre",
62413,"Bueno, Manuel","10","Hombre","1874-1936"
62418,"Keller, Pierre","1","Hombre",
62419,"Catarineu, Ricardo J.","7","Hombre","1868-1915"
62421,"Pardo Bazán, Emilia","66","Mujer","1851-1921"
62422,"Duverger, Maurice","1","Hombre","1917-2014"
62423,"Quiroga, María de los Dolores","1","Mujer","1811-1891"
62425,"Díaz Mirón, Salvador","1","Hombre","1853-1928"
62428,"Kurnitz, Harry","1","Hombre","1908-1968"
62429,"Bolívar, Simón","10","Hombre","1783-1830"
62431,"Blanco Fombona, Rufino","12","Hombre","1874-1944"
62432,"Birk, Dolores","1","Mujer",
62433,"Larra, Luis de","1","Hombre","1862-1914"
62436,"Wiggin, Kate Douglas","1","Mujer",
62437,"Cereceda, Guillermo","1","Hombre","1844-1919"
62438,"Llimona, Mercè","1","Mujer","1914-1997"
62439,"Blanco-Belmonte, Marcos Rafael","7","Hombre","1871-1936"
62440,"Fenisong, Ruth","1","Mujer",
62443,"Basterra, Ramón de","6","Hombre","1888-1928"
62444,"Coxe, George Harmon","1","Hombre",
62450,"Dowd, Emma C.","1","Mujer",
62452,"Lluch, María","1","Mujer",
62456,"Rothé, Jean P.","1","Hombre",
62459,"Rodó, José Enrique","2","Hombre","1871-1917"
62460,"Guintini, Pierre","1","Hombre",
62463,"Acosta, Cecilio","1","Hombre",
62464,"Giraud, Marcel","1","Hombre",
62467,"Sevilla, Rafael","1","Hombre","m. 1856"
62468,"Foley, Rae","1","Mujer",
62471,"González Prada, Manuel","1","Hombre","1844-1918"
62472,"Lefranc, Georges","1","Hombre",
62473,"Hostos, Eugenio María de","1","Hombre","1839-1903"
62476,"Méthivier, Hubert","1","Hombre",
62479,"Baralt, Rafael María","1","Hombre","1810-1860"
62480,"Novell, María Teresa","1","Mujer",
62484,"Gilbert, Michael","1","Hombre",
62485,"O'Leary, Daniel Florencio","2","Hombre","1800-1854"
62494,"H.-Pinzón, Francisco",0,"Hombre",
62495,"De la Fuente, A.","1",,
62505,"Moréas, Jean","4","Hombre","1856-1910"
62509,"Munoa, Rafael",0,"Hombre","1930-2012"
62518,"Sola, Alfonso de","1","Hombre",
62519,"Gullón, Ricardo",0,"Hombre","1908-1991"
62544,"García Sanchiz, Federico","12","Hombre","1886-1964"
62545,"Espronceda, José de","5","Hombre","1808-1842"
62548,"Rubio, Ángel","1","Hombre","1846-1906"
62550,"Giménez Caballero, Ernesto","13",,"1899-1988"
62551,"Caballero Robredo, Agustín","1","Hombre",
62553,"Alegría, Claribel",0,,"1924-"
62555,"Agustín","1","Hombre",
62558,"Villar, Arturo del",0,"Hombre","1940-"
62565,"Edwards Bello, Joaquín","1","Hombre","1888-1968"
62571,"Trebijano, Tomás","1","Hombre",
62572,"Gozálvez, José Luis",0,"Hombre",
62577,"Sody de Rivas, Ángel",0,"Hombre","1949-"
62580,"Palau de Nemes, Graciela",0,"Mujer","1919-2019"
62581,"Estellés, Ramón","6","Hombre","1850?-1899"
62583,"Lope, Santiago","1","Hombre","1871-1906"
62584,"Pérez de la Rosa, J.","1","Hombre","fl. 1894"
62590,"Cortijo, Mariano","1","Hombre","fl. 1879"
62591,"Camprubí, Zenobia","1","Mujer","1887-1956"
62592,"Quintanilla, Manuel","7","Hombre",
62594,"Tissier de Mallerais, Maurice","1","Hombre",
62595,"Belmonte, Juan","1","Hombre","1892-1962"
62596,"Jiménez, Juan Ramón",0,"Hombre","1881-1958"
62597,"Starkie, Walter","2","Hombre","1894-1976"
62598,"Burgos, Carmen de","37","Mujer","1867-1932"
62600,"Durá, Adolfo","1","Hombre","1875-1936"
62601,"Gómez de la Serna, Ramón","43","Hombre","1888-1963"
62602,"Varela, Julia",0,"Mujer",
62604,"Iglesias Hermida, Prudencio","8","Hombre","1883-1919"
62605,"Jiménez Hernández-Pinzón, Fernando",0,"Hombre","1934-"
62607,"Hampe, Karl","1","Hombre",
62608,"Hevesy, André de","1","Hombre",
62609,"Tagore, Rabindranath","1","Hombre","1861-1941"
62616,"Sancha, Francisco","1","Hombre","1874-1936"
62619,"Philippe, Charles-Louis","1","Hombre","1874-1909"
62621,"Pestana, Alice",0,"Mujer","1860-1929"
62624,"Vicenti, Alfredo","1","Hombre","1850-1916"
62625,"Rueda, Salvador","35","Hombre","1857-1933"
62629,"Cortón, Antonio","1","Hombre","1854-1913"
