clavy_id,"nombre","recursos","género","fechas asociadas al nombre"
64022,"Menéndez y Pelayo, Marcelino",0,"Hombre","1856-1912"
64024,"Luengo, Suceso","1","Mujer","1864-1931"
64025,"Sánchez Reyes, Enrique",0,"Hombre",
64027,"Pereda, José María de",0,"Hombre","1833-1906"
64031,"Gual, Adrià","2","Hombre","1872-1943"
64032,"Howarth, Elgar",0,"Hombre",
64033,"Morote, Luis","1","Hombre","1862-1913"
64034,"Vered, Ilana",0,"Hombre",
64035,"Reina, Manuel","13","Hombre","1856-1905"
64036,"Landauer, Walter",0,"Hombre",
64038,"Rawicz, Maryan",0,"Hombre","1898-1970"
64040,"Bath, Hubert",0,"Hombre","1883-1945"
64042,"Rachmaninoff, Sergei",0,"Hombre","1873-1943"
64044,"Addinsell, Richard",0,"Hombre","1904-1977"
64045,"Monasterio de Alonso-Martínez, Antonia de","2","Mujer","1870-?"
64059,"Bühler, Karl","1","Hombre",
64069,"Lacroix, Maurice","1","Hombre",
64073,"Sigismund, Berthold","1","Hombre",
64077,"Herder, Johann Gottfried von","1","Hombre","1744-1803"
64081,"Lehmann, Rudolf","1","Hombre",
64083,"Garrido, Fanny","1","Mujer","1856-1918"
64095,"Tiedemann, Dietrich","1","Hombre","1748-1803"
64097,"Valencia, María Dolores",0,"Mujer",
64100,"Oñate, María Pilar de",0,"Mujer",
64103,"Lobato, Arcadio",0,"Hombre",
64105,"Rodero, Paz",0,"Hombre","1957-"
64106,"Gutiérrez-Gamero y de Romate, Emilio","3","Hombre","1844-"
64111,"Urberuaga, Emilio",0,"Hombre","1954-"
64124,"Moya, Miguel","1","Hombre","1856-1920"
64141,"Mantovani, Annunzio Paolo",0,"Hombre","1905-1980"
64144,"Chaikovskiï, Piotr Ilich",0,"Hombre","1840-1893"
64146,"Strauss, Johann",0,"Hombre","1825-1899"
64149,"Gerard, John","1","Hombre","1564-1637"
64150,"Díaz-Caneja, Juan","1","Hombre","1877-1948"
64151,"Salas, Piedad de","1","Mujer","1897-1997"
64154,"Rostand, Maurice","1","Hombre","1891-1968"
64158,"Calvino, Vittorio","1","Hombre",
64163,"Cortines Murube, Felipe","4","Hombre","1883-1961"
64164,"Sagan, Françoise","1","Hombre","1935-2004"
64168,"Penna, Erminia de","1","Mujer",
64170,"D'Annunzio, Gabriele","1","Hombre","1863-1938"
64171,"Luciano de Samosata","1",,"(ca. 125-180 d. C.)"
64179,"Reyes, Raimundo de los","1","Hombre","1896-1964"
64188,"Heller, Otto","1","Hombre","1896-1970"
64192,"Román Pérez, Martiniano",0,"Hombre",
64194,"Lesgaft, E. F.","1",,
64198,"Chmelev, Ivan","1","Hombre",
64202,"Ognief, Nicolai","1","Hombre",
64204,"Jarnés, Benjamín","1","Hombre","1888-1949"
64210,"Quiroga Plá, José María","1","Hombre","1902-1955"
64214,"Nicolsky, Victor","1","Hombre",
64215,"Corral, Ricardo","1","Hombre",
64224,"Nikol'skii, Viktor Aleksandrovich","1","Hombre",
64225,"Valverde, Joaquín","3","Hombre","1846-1910"
64228,"Caballero Robredo, Félix","1","Hombre",
64233,"Arroyo Lamarca, Enrique","9","Hombre","1884-1963"
64236,"Burin, Ivan","1","Hombre",
64237,"Muñiz y Mas, Adelaida","1","Mujer",
64238,"Lavergne, R.","1",,
64239,"Zorrilla, José","2","Hombre","1817-1893"
64240,"Podgursky, E.","1",,
64246,"Sillanpää, Frans Eemil","1","Hombre","1888-1964"
64250,"Deledda, Grazia","1",,"1871-1936"
64254,"Velloso, José Miguel","1","Hombre","1921-"
64256,"Fernández, Ramón","1","Hombre",
64259,"Mora, Fernando","5","Hombre","1878-1936"
64260,"Martínez Calvo, L.","1",,
64262,"Bosch Barrett, Manuel","1","Hombre","1895-1961"
64263,"F. C.","1",,
64269,"Foronda, Ana-María de","1","Mujer",
64271,"Valserra, Fabricio","1","Hombre",
64273,"Lillanpaese, Frans Emikl","1","Hombre",
64275,"Bunin, Ivan Alekseevich","1","Hombre","1870-1953"
64279,"Faulkner, William","1","Hombre","1897-1962"
64280,"Barradas, Jorge","1","Hombre","(1894–1971)"
64281,"Kuprin, Aleksandr Ivanovich","1","Hombre","1870-1938"
64283,"Tasín, Nicolás","2","Hombre","1873-1941"
64291,"Carandell, José María","1","Hombre","1934-2003"
64293,"Järvinen, Tarja","1","Mujer",
64294,"Gongora y Ayustante, Manuel de","1","Hombre","1889-1953"
64298,"López-Portillo, José","7","Hombre","1850-1923"
64299,"Azurmendi, Andoni","1","Hombre",
64302,"Onís, Federico de","2","Hombre","1885-1966"
64306,"Flores, Ángel","1","Hombre","1900-"
64311,"Gogol', Nikolaï Vasil'evich","1","Hombre","1809-1852"
64316,"Afanas'ev, Aleksandr Nikolaevich","1","Hombre","1826-1871"
64319,"Horno Liria, Luis","1","Hombre","1915-2004"
64321,"Iribarne, José","1","Hombre",
64323,"Arconada, César","2","Hombre","1898-1964"
64326,"Carriedo de Ruiz, Carmen","1","Mujer","1880-1966"
64335,"Miró, Gabriel","2","Hombre","1879-1930"
64338,"Álvarez de Sotomayor y Zaragoza, José","1","Hombre",
64348,"Valle, Adrián del","1","Hombre",
64354,"Buendía, Rogelio","1","Hombre","1891-1969"
64363,"Marín, Ricardo","6","Hombre","1874-1956"
64366,"Savine, Albert","1","Hombre","1859-1927"
64368,"Francisco de Asís, Santo","4","Hombre","1182-1226"
64372,"Apollinaire, Guillaume","1","Hombre","1880-1918"
64377,"Garin-Mijaïlovskiï, Nikolaï Gueorguievich","1","Hombre",
64383,"Goncharov, Ivan Aleksandrovich","1","Hombre","1812-1891"
64386,"Cejador y Frauca, Julio","1","Hombre","1864-1927"
64389,"Seïfullina, Lidia Nikolaevna","1","Mujer",
64390,"Sorel, Georges","1","Hombre","1847-1922"
64395,"Zamiatin, Evgueniï Ivanovich","1","Hombre","1884-1937"
64397,"Ivanov, Vsevolod Viacheslavovich","1","Hombre",
64398,"Mello, Francisco Manuel de","1","Hombre","1608-1666"
64401,"Leonov, Leonid Maksimovich","1","Hombre","1899-1994"
64405,"Gil Roësset, Consuelo","4","Mujer","1905-1995"
64407,"Donato, Magda","5","Mujer","1898-1966"
64410,"Eulate Sanjurjo, Carmela","12","Mujer","1871-1961"
64415,"Souto, Arturo","2","Hombre","1900-"
64418,"Méndez, Concha","4","Mujer","1892-1986"
64419,"González, Manuel Pedro","1","Hombre","1893-"
64430,"Byron, George Gordon","2","Hombre","1788-1824"
64436,"Juan de la Cruz","1","Hombre","1542-1591"
64438,"Barrès, Maurice","1","Hombre",
64440,"Rienzo, Cola di","1","Hombre","d. 1354"
64442,"Riego, Rafael del","2","Hombre","1784-1823"
64444,"Vargas Vila, José María","1","Hombre","1860-1933"
64446,"Romea, Julián","1","Hombre",
64448,"Abella, Ángel","1","Hombre",
64454,"Nicéforo I","2","Hombre",
64456,"Gasset, Rafael","1","Hombre",
64458,"Ribas, Federico","2","Hombre",
64460,"Martínez Echevarría, Enrique","1","Hombre",
64461,"Llorente, Teodoro","1","Hombre",
64463,"Mitchell, Peter Chalmers","1","Hombre","1864-1945"
64470,"Wagner, Richard","1","Hombre","1813-1883"
64471,"Amunátegui Reyes, Miguel Luis","1","Hombre","1862-1949"
64472,"Torrejón, Andrés","1","Hombre","1736-1812"
64473,"Amunátegui, Miguel Luis","1",,"1828-1888"
64474,"Morales, Ambrosio de","1","Hombre","1513-591"
64476,"Meller, Raquel","1",,"1888-1962"
64477,"Bello, Andrés","1","Hombre","1781-1865"
64478,"Vázquez, Carlos","1","Hombre",
64479,"Sucre, Dolores","1","Mujer","1837-1917"
64480,"Hohenzollërn, Friedrich Wilhelm","1","Hombre",
64482,"Álvarez Alonso, Antonio","1","Hombre","1867-1903"
64489,"Salazar Chapela, Esteban","2","Hombre","1900-1965"
64492,"Daireaux, Max","1","Hombre","1883-"
64497,"Larra, Mariano José de","2",,"1809-1837"
64499,"Alarcón, Abel","1","Hombre","1881-1954"
64501,"Muñoz Escámez, José","9","Hombre",
64503,"Della Valle, Ángel","2","Hombre","1852-1903"
64511,"Defoe, Daniel","1","Hombre","1661?-1731"
64512,"Montero, José","1","Hombre","1878-1920"
64515,"Ortega Hernández, J.","3",,
64525,"Hader, Berta","1","Mujer",
64527,"Grimm, Jacob","4","Hombre","1785-1863"
64531,"Hader, Elmer","1","Hombre",
64532,"Sánchez, Florencio","1","Hombre","1875-1910"
64537,"Pereda, María Fernanda de","1","Mujer",
64539,"Solar, Alberto del","1","Hombre","1860-1920"
64541,"Kowalski, J. J.","1",,
64543,"Malharro, Martín","1","Hombre","1865-1911"
64544,"Renard, Jules","1","Hombre","1864-1910"
64547,"Mayne-Reid, Thomas","1","Hombre","1818-1883"
64549,"Serra Pausas, Juan","1","Hombre","fl. 1875-1900"
64555,"Schmid, Christoph von","9","Hombre","1768-1854"
64557,"Picolo, Manuel","7","Hombre","1855-1912"
64563,"Salgari, Emilio","5","Hombre","1862-1911"
64565,"Enco de Valero, Tatiana","8","Mujer","[1870-1930]"
64568,"Crocker, Marion A.","1","Mujer",
64571,"Calderón de Barnés, Maria Luisa","2",,"1912"
64576,"Héctor de Zaballa, Julia","6","Mujer","1899?-1932"
64581,"Kany, Charles Emil",0,"Hombre","1895-"
64585,"Maeztu, María de","4","Mujer",
64601,"Canals y Vilaró, Salvador","1","Hombre","1867-1938"
64602,"Barella, Francisca A. de la","5","Mujer",
64605,"Díez Barroso, Víctor Manuel","1","Hombre","1890-1936"
64615,"Sepúlveda, María","1","Mujer",
64622,"Salas Lifchuz, Piedad de","4","Mujer","1897-1997"
64626,"Vasseur, Alvaro Armando","1","Hombre","1878-1969"
64629,"Andersen, Hans Christian","2","Hombre","1805-1875"
64630,"Hawthorne, Nathaniel","1",,"1804-1864"
64633,"Poe, Edgar Allan","1","Hombre","1809-1849"
64634,"Méndez Bringa, Narciso","14","Hombre","1868-1933"
64635,"Ramírez Ángel, Emiliano","18","Hombre","1883-1928"
64636,"Lacoste, Eugene","1","Hombre","1818-1907"
64638,"Ourliac, Édouard","1","Hombre","1813-1848"
64640,"Grimm, Wilhelm","4","Hombre","1786-1859"
64646,"Sánchez Tena, J.","1","Hombre","1898-1931"
64649,"Valdez de la Torre, Carlos","1","Hombre","1884-"
64651,"Whitman, Walt","1","Hombre","1819-1892"
64657,"Pérez Lugín, Alejandro","1","Hombre","1870-1926"
64658,"Trueba, Antonio de","5","Hombre","1819-1889"
64662,"Bastinos, Julián","1","Hombre","1852-1918"
64668,"Urrabieta, Mariano","1","Hombre",
64671,"Verne, Jules","1","Hombre","1828-1905"
64675,"Amato, Gennaro","1","Hombre","1857-1947"
64677,"Corona, Elías","1","Hombre","fl.1908"
64685,"Alegret de Mesa, José","1","Hombre",
64687,"Janin, Jules Gabriel","1","Hombre","1804-1874"
64688,"Uribe Ángel, Manuel","1","Hombre","1822-1904"
64689,"Fénelon, François de","3","Hombre","1651-1715"
64698,"Carderera, Mariano","1","Hombre","1816-1893"
64700,"Estorch i Siqués, Pau","1","Hombre","1805-1870"
64701,"Millán Astray, Pilar","13","Mujer","1879-1949"
64702,"Parravicini, Luigi Alessandro","1","Hombre","1797-1880"
64707,"Calleja, Saturnino","2","Hombre","1853-1915"
64708,"Isaza, Emiliano","1","Hombre","1850-1930"
64709,"Fornarí, Pasquale","1","Hombre","1837-1922"
64710,"Miguel Ángel","1",,
64720,"González Martínez, Enrique","1","Hombre","1871-1952"
64722,"Sand, George","2","Mujer","1804-1876"
64740,"González-Blanco, Andrés","23","Hombre","1886-1924"
64742,"Navarro y Ledesma, Francisco","1","Hombre","1869-1905"
64746,"Asenjo Barbieri, Francisco","1","Hombre","1823-1894"
64748,"Larra, Luis Mariano de","1","Hombre","1830-1901"
64750,"Moyrón, Julián","1","Hombre","1883-1935"
64764,"Cuadrado Carreño, Anselmo","1","Hombre","1890-1952"
64772,"Pérez Rosillo, Ernesto","1","Hombre","1893-1968"
64775,"Alonso, Francisco","2","Hombre","1887-1948."
64779,"Rebollo de Moro, Manuel","1","Hombre",
64780,"Santos Pérez, F.","1",,
64781,"Mantuà, Gaston A.","1","Hombre",
64783,"Amich i Bert, Josep","1","Hombre","1888-1965"
64787,"Romera López, José","1","Hombre",
64799,"Ramírez, Emilio","1","Hombre",
64809,"Cadenas, José Juan","2","Hombre","1872-1947"
64814,"Ángel Álvarez, Manuel","6","Hombre","1855-1921"
64817,"Losada, J.","1",,"d. 1913."
64818,"García Gómez Caminero, Juan","1",,
64822,"Díaz Huertas, Ángel","6","Hombre","1866-1937"
64823,"Gómez, Julio","1","Hombre","1886-1973"
64828,"Palencia, Ceferino","1","Hombre","1860-1928"
64829,"Coloma, Luis","4","Hombre","1851-1915"
64834,"Carballeda, Manuel","1","Hombre",
64838,"Viguri, Encarnación de","1","Mujer","1896-1933"
64842,"Gallardo Martín-Gamero, Carmen","1","Mujer",
64845,"Villasante, Matilde","1","Mujer",
64855,"Sirval, Luis de","1","Hombre",
64856,"Basa, Leopoldo","1","Hombre",
64859,"Pascual de Sanjuán, Pilar","2","Mujer","1827-1899"
64863,"López Rubio, José","1","Hombre","1903-1996"
64869,"Morales, María Luz","38","Mujer","1890-1980"
64870,"Fernández Lepina, Antonio","1",,"1881-1943"
64871,"Benavent, Ricardo","1","Hombre","1848-"
64874,"Palomero, Antonio","2","Hombre","1869-1914"
64878,"Soto y Corro González, Carolina de","1","Mujer","1860-1924?"
64879,"Romero, Modesto","1","Hombre","1883-1954"
64880,"Sánchez Carrere, Adolfo","2","Hombre","1883-1941"
64887,"Daudet, Alphonse","3","Hombre","1840-1897"
64888,"Sawa, Miguel","2","Hombre","1866-1910"
64892,"Torre, Claudio de la","4","Hombre","1895-1973"
64894,"Peña y Goñi, Antonio","2","Hombre","1846-1896"
64897,"Valero de Tornos, Juan","1","Hombre","(1842-1905)"
64900,"Ribas, Manuel","1","Hombre",
64903,"Estremera, Antonio","1","Hombre","1884-1938"
64904,"Navarro Serrano, León","1","Hombre",
64908,"Forns, José","1","Hombre","1898-1952"
64909,"Poggio, Oreste","1","Hombre","1860-"
64916,"Tedeschi, Enrico","1","Hombre","1868-"
64917,"Villa, Ricardo","2","Hombre","1847-1881"
64918,"García Sánchez, Ramón","1","Hombre","d. 1885."
64928,"Verga, Giovanni","1","Hombre","1840-1922"
64930,"Martínez Álvarez de Sotomayor, José","1","Hombre",
64933,"Tarride, Abel Anatole","1","Hombre","1865-"
64934,"Croisset, Francis de","1","Hombre","1877-1937"
64941,"Brú, Enrique","2","Hombre","1873-1951"
64942,"Vela Marqueta, Cayo","2","Hombre","1885-1937"
64943,"Baldomir Rodríguez, Xosé","1","Hombre","1867-1947"
64946,"Vidal y Planas, Alfonso","7","Hombre","1891-1965"
64956,"Rojas Zorrilla, Francisco de","1","Hombre","1607-1648"
64960,"Prada, José Andrés de","1","Hombre","1884-1962"
64962,"Pérez Fernández, Pedro","3","Hombre","1885-1956"
64965,"Casado Pardo, José","1","Hombre","(¿--1936)"
64971,"Plañiol, Antonio","1","Hombre",
64977,"Fernández Gutiérrez-Roig, Enrique","1","Hombre","m. 1960"
64978,"Joke, Robert Pleasant","1","Hombre",
64987,"Sánchez Gerona, José","2","Hombre",
64991,"Asensio Más, Ramón","5","Hombre","1878-1917"
64992,"Gimeno Sanchiz, Francisco","1","Hombre",
64997,"Marañón, Gregorio","3","Hombre","1887-1960"
64999,"Cánovas del Castillo, Antonio","3","Hombre","1828-1897"
65003,"Santullano, Luis","1","Hombre","1879-1952"
65005,"Montesquieu, Charles de Secondat","1","Hombre","1689-1755"
65011,"Astur, Eugenia","1","Mujer","1888-1947"
65013,"Twain, Mark","1","Hombre","1835-1910"
65016,"Eliot, George","1","Mujer","1819-1880"
65018,"Guerra, Ángel","4","Hombre","1874-1950"
65021,"Hinojosa, José María","1","Hombre","1904-1936"
65027,"Miller, Paul Gerard","1","Hombre","1875-"
65029,"La Rochefoucauld, François","1","Hombre","1613-1680"
65031,"Lopes da Silva, José","1","Hombre",
65033,"Mujía, Ricardo","1","Hombre","1861-"
65039,"Malaparte, Curzio","1","Hombre","1898-1957"
65048,"Blanco y García, Andrés","2","Hombre","1849-1916"
65058,"Cáncer y Velasco, Jerónimo de","1","Hombre","1599?-1655"
65059,"Moreto, Agustín","1","Hombre","1618-1669"
65062,"Musset, Alfred de","1","Hombre","1810-1857"
65064,"Alfau de Solalinde, Jesusa","1","Mujer","1895-1943"
65065,"Campión, Arturo","1","Hombre","1854-1937"
65072,"Sureda, Jacobo","1","Hombre","1901-1935"
65076,"Torre, Josefina de la","1","Mujer","1907-2002"
65092,"Andrade, Juan Bautista","1",,"1879-1930"
65095,"Fóscolo, Ugo","1","Hombre","1778-1827"
65099,"Fernández de Retana, Luis","1","Hombre",
65105,"Corpus Barga","4","Hombre","1887-1975"
65111,"Linares Rivas, Aureliano","1","Hombre","1841-1903"
65114,"Huerta, Moisés de","1","Hombre","1881-1962"
65115,"Domenchina, Juan José","2","Hombre","1898-1959"
65117,"Aguilar Camacho, Juan","1","Hombre",
65120,"Flaubert, Gustav","1","Hombre","1821-1880"
65124,"Veríssimo, José","1","Hombre","1857-1916"
65126,"Hume, Martin","1","Hombre","1847-1910"
65132,"Serrano, Mary Jane","1","Mujer","d. 1923"
65136,"La Torre, José Z.","1","Hombre",
65137,"Gautier, Théophile","1","Hombre","1811-1872"
65139,"Bodé, Raphael","1","Hombre",
65140,"Ferrero, Guglielmo","2","Hombre","1871-1942"
65143,"León, Fray Luis de","1","Hombre","1527-1591"
65145,"Høffding, Harald","1","Hombre","1843-1931"
65148,"Hurtado, Antonio","1","Hombre","1824-1878"
65153,"Pérez, Elisa","1","Mujer",
65155,"Keyserling, Hermann","1","Hombre","1880-1946"
65160,"Primo de Rivera, Miguel","3","Hombre","1870-1930"
65164,"López, José Heriberto","1",,"1871-"
65166,"Sor María de Ágreda","2","Mujer","1602-1665"
65175,"Starck, Gretchen (Todd)","1","Hombre",
65193,"Adams, Nicholson B.","2","Hombre","1895-1970."
65196,"Stoudemire, Sterling A.","1","Hombre","1902-"
65199,"Lagerlöf, Selma","1","Mujer","1858-1940"
65202,"Carette, Madame","1","Mujer","(1844--)"
65203,"Barella, Francisca A. de la","1","Mujer",
65212,"Pozo y de Mata, María de los Dolores del","1","Mujer","1852-1907"
65214,"Costa, Joaquín","6","Hombre","1846-1911"
65217,"Alarcón Capilla, Antonio","1","Hombre",
65223,"Valero Martín, Alberto","2","Hombre","1882-1941"
65226,"Cueto, Leopoldo Agusto de","1","Hombre","1815-1901"
65230,"Campo, José María Luis Bruna, marqués de","1","Hombre","1877-1916"
65235,"Santa María, Marceliano","1","Hombre","1866-1952"
65238,"Díaz, Ramón M.","1","Hombre",
65240,"Belda, Joaquín","2","Hombre","1883-1935"
70801,"Montoto, Ángel","1","Hombre","1949-2015"
70802,"León Felipe","1","Hombre","1884-1968"
70822,"García Padrino, Jaime","1","Hombre",
70824,"Martín Gaite, Carmen","1","Mujer","1925-2000"
104345,"Ernestina de Champourcín",0,"Mujer","1905-1999"
104346,"Josefina Romo Arregui",0,"Mujer","1909-1979"
104348,"Carmen Conde",0,"Mujer","1907-1996"
104349,"Concha Peña",0,"Mujer",
104351,"Rosa Arciniega",0,"Mujer","1903-1999"
104353,"Halma Angélico",0,"Mujer","1888-1952"
104503,"Narro, Josep","1","Hombre","1902-1996"
112656,"Torres del Álamo, Ángel","1","Hombre","1890-1958"
112657,"Canalejas, José María","1","Hombre","1904-1936"
112658,"Almagro de San Martín, Melchor","1","Hombre","1887-1947"
112660,"Insúa, Sara","4","Mujer",
112661,"Pujol, Juan","14","Hombre","1883-1967"
112662,"Domingo Marcelino","3","Hombre","1884-1939"
112663,"Milla, Fernando de la","1","Hombre","1895–1961"
112664,"García Martí, Victoriano","1","Hombre","1881-1966"
112667,"Díaz-Caneja, Guillermo","1","Hombre","1876-1933"
112668,"Bruno, José","6","Hombre","1889-197?"
112669,"Guzmán, Martín Luis","1","Hombre","1887-1976"
112670,"Micó, Carlos","1","Hombre","1886-1982"
112671,"Pérez de la Ossa, Huberto","1","Hombre",
112672,"Castro Tiedra, Manuel de","1","Hombre","1872-1953"
112673,"Benlliure y Tuero, Mariano","4","Hombre","1889-1951"
112675,"Martí Orberá, Rafael","2","Hombre","1880-1963"
112677,"Díaz Fernández, José","1","Hombre","1898-1941"
112679,"Tomás, Mariano","4","Hombre","1890-1957"
112680,"González de Linares, Antonio","2","Hombre","1875-1945"
112681,"Morales, Rafael de","3","Hombre",
112682,"López Rienda, Rafael","4","Hombre","1897-1928"
112683,"Sánchez-Guerra, Rafael","3","Hombre","1897-1964"
112684,"Retana, Álvaro","17","Hombre","1890-1970"
112685,"Martínez de la Riva, Rafael","1","Hombre",
112686,"Juarros, César","4","Hombre","1879-1942"
112687,"Ortega y Gasset, Eduardo","1","Hombre","1882-1964"
112688,"Luque, Fernando","1","Hombre",
112690,"Ferragut, Juan","14","Hombre",
113402,"Valdés, Francisco","4","Hombre","1892-1936"
113404,"Fernández Sastre, Augusto","2",,"1887-1975"
113405,"García Asenjo, Ataúlfo","10","Hombre",
113406,"Casero Sanz, Antonio","5","Hombre",
113407,"Picó, José","3","Hombre","1904-1991"
113408,"Manchón,  Ramón","2","Hombre","1883-1953"
113409,"Ramírez Montesinos","13","Hombre","1889-1935"
113410,"Sanz, Luis","1","Hombre","1902-1996"
113501,"Izquierdo Durán, José","2","Hombre","1890-1939"
113502,"Esteban","5","Hombre",
113503,"Xauradó, Joaquín","2","Hombre","1872-1933"
113504,"Bellón, Antonio","1","Hombre","1904-1991"
113505,"Tovar, Manuel","1","Hombre","1875-1935"
113506,"Garrido","2",,
113507,"Ernesto","1","Hombre",
113508,"Fuentes, R.","1",,
113509,"Soler Belenguer","1","Hombre",
113510,"Almada Negreiros, José de","1","Hombre","1893-1970"
113511,"Montero Alonso, José","1","Hombre","1904-2000"
113512,"Solís Ávila, Antonio","5","Hombre","1899-1968"
113513,"Amster, Mauricio","2","Hombre","1907-1980"
113514,"Simont Guillén, Josep","2","Hombre","1875-1968"
113515,"Juez, Antonio","7","Hombre",
113516,"Rodríguez Domínguez, Rafael",0,"Hombre",
113517,"Redondo, Manuel","1","Hombre","1863-1928"
113518,"Ponsá, Álvaro","1","Hombre",
113523,"López Amor","1",,
113525,"Alvear","1",,
113526,"Lafuente, Ángel de","1","Hombre","1884-1930"
113527,"Benet","1",,
113528,"Mel","1",,
113529,"Robledano, José","1","Hombre","1884-1974"
113530,"López Vargas, Demetrio","1","Hombre","1886-1960"
113531,"Aristo Téllez","3","Hombre","1888-1951"
113532,"Gazo, Félix","1","Hombre","1889-1933"
113533,"Pomareda","1","Hombre",
113534,"Zamora, José","1","Hombre","1889-1971"
113535,"Sánchez Felipe, A.","1","Hombre",
113536,"Karikato","1","Hombre","1875-1941"
113537,"Echea","1","Hombre","1884-1959"
113538,"Gil de Vicario, Luis","1","Hombre","1898-1959"
113539,"Mansberger","1",,
113540,"Sirio, Alejandro","1","Hombre","1890-1953"
113541,"Arribas","1",,
113542,"Riudavets, Julio","1","Hombre",
113543,"Bluff","1",,"1903-1940"
113544,"Herreros, Enrique",0,"Hombre","1903-"
113545,"Masberger, Carlos","1","Hombre","1902-1969"
113546,"Moliné, Antonio","1","Hombre","1907-1937"
113547,"Bradley, Will H.","1","Hombre",
113548,"Riquer","1","Hombre",
113601,"Martínez de León, Andrés","1","Hombre","1895-1978"
113701,"Cañavate, Antonio","1","Hombre",
113704,"Mel","1",,"1898-1970?"
113706,"Ferxama","1",,
113707,"Medel, N.","1",,
113709,"Muñiz, Angelina",0,"Mujer",
113710,"Arnáiz, Aurora",0,"Mujer",
113711,"Albornoz, Aurora de",0,"Mujer",
113712,"O´Neill, Carlota",0,"Mujer",
113713,"Zulueta, Carmen de",0,"Mujer",
113714,"Parga Parada, Carmen",0,"Mujer",
113715,"Soler Llopis, Carmen",0,"Mujer",
113716,"Guilarte, Cecilia G. de",0,"Mujer",
113717,"Simarro, Conxita",0,"Mujer",
113718,"Tejero, Delhy",0,"Mujer",
113719,"Ibárruri, Dolores",0,"Mujer",
113720,"Medrano, Guillermina",0,"Mujer",
113721,"Falcón, Irene",0,"Mujer",
113722,"García Lorca, Isabel",0,"Mujer",
113723,"Ríos Lazcano, Isabel",0,"Mujer",
113724,"Rucar, Jeanne",0,"Mujer",
113725,"Carnés, Luisa",0,"Mujer",
113726,"Casares , María",0,"Mujer",
113728,"Tobío, María",0,"Mujer",
113729,"Zambrano, María",0,"Mujer",
113730,"Ras, Matilde",0,"Mujer",
113731,"Núñez Targa, Mercedes",0,"Mujer",
113732,"Zubiaurre, Pilar de",0,"Mujer",
113733,"Rius, Pilar",0,"Mujer",
113734,"Oliva Berenguer, Remedios",0,"Mujer",
113735,"Chacel, Rosa",0,"Mujer",
113736,"Mistral, Silvia",0,"Mujer",
113737,"Alonso Bruffau, Syra",0,"Mujer",
113738,"Alvajar López, Teresa",0,"Mujer",
113739,"Medina-Navascués, Teresa",0,"Mujer",
113740,"Kent, Victoria",0,"Mujer",
114509,"Otero Seco, Antonio",0,"[Hombre, Hombre]","[1905-1970, 1905-1970]"
114510,"Barea, Arturo",0,"Hombre","1897-1957"
115702,"Ontañón, Santiago","1","Hombre","1903-1989"
115703,"Torres Carranque, Rafael",0,"Hombre","1899-1990"
155801,"Reyes Huertas, Antonio","1","Hombre","1887-1952"
